id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women
1572,2018,West Bengal,19,Bankura,305,Bankura,1,18,11,1,0,0,189,20,0,0,2,0,3,0,11,0,0,0,13,28,10,0,39,0,14,0,0,0,0,2,0,0,0,0,0,20,11,0,0,0,0,0
1573,2018,West Bengal,19,North 24 Parganas,303,Barrackpur Pc,0,18,12,3,1,2,1338,53,0,0,21,0,3,0,40,3,1,0,54,27,29,0,553,0,20,0,0,0,0,0,0,2,0,0,7,47,30,9,0,0,0,0
1574,2018,West Bengal,19,North 24 Parganas,303,Bidhannagar Pc,0,3,6,0,1,0,219,32,0,0,0,0,1,0,0,3,0,0,6,17,3,0,69,0,5,0,0,0,0,0,0,2,0,0,0,20,5,3,0,0,0,0
1575,2018,West Bengal,19,Birbhum,307,Birbhum,1,9,16,0,1,1,228,48,0,0,4,0,4,0,0,1,1,0,49,27,33,2,52,0,0,2,0,0,0,0,0,5,0,0,0,45,24,34,0,0,0,0
1576,2018,West Bengal,19,Cooch Behar,308,Coochbehar,0,28,19,6,0,1,337,42,0,0,0,0,0,0,236,0,0,0,47,0,31,0,51,0,1,0,0,0,0,0,0,0,0,0,0,35,18,0,0,0,0,0
1577,2018,West Bengal,19,Dakshin Dinajpur,310,Dakshin Dinajpur,0,9,0,0,0,0,67,8,0,0,0,0,1,0,44,0,0,0,13,0,18,0,38,0,0,0,0,0,0,0,0,2,0,0,0,15,1,0,0,0,0,0
1578,2018,West Bengal,19,Darjeeling,309,Darjeeling,0,5,0,0,0,0,84,36,0,0,0,0,0,0,0,0,0,0,8,0,11,0,68,0,1,0,5,0,0,0,0,0,0,0,0,26,12,2,0,0,0,0
1579,2018,West Bengal,19,Hooghly,312,Hooghly Rural Police,0,21,38,0,4,0,535,89,0,1,2,0,0,0,4,0,0,0,17,28,12,0,58,0,0,0,0,0,0,0,0,4,0,0,0,32,34,0,0,0,0,0
1580,2018,West Bengal,19,Howrah,313,Howrah Grp,0,1,4,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1581,2018,West Bengal,19,Howrah,313,Howrah Pc,0,7,7,0,0,0,354,25,0,0,3,0,1,0,13,7,0,0,11,0,6,0,72,0,14,0,0,0,0,0,0,0,0,0,0,22,25,8,0,0,0,0
1582,2018,West Bengal,19,Howrah,313,Howrah Rural,1,5,7,0,1,1,689,27,0,0,0,0,1,0,0,1,0,0,15,1,18,0,49,0,1,0,0,0,0,0,0,1,0,0,0,27,9,2,0,1,0,0
1583,2018,West Bengal,19,Jalpaiguri,314,Jalpaiguri,0,20,5,0,2,0,125,114,0,0,0,0,1,0,7,1,0,0,32,0,28,0,71,0,1,0,0,0,0,0,0,0,0,0,0,66,31,18,0,0,0,0
1584,2018,West Bengal,19,Jhargram,703,Jhargram,0,2,5,0,0,0,72,31,0,0,1,0,0,0,0,0,0,0,8,3,4,0,41,0,1,0,0,0,0,0,0,0,0,0,1,14,13,1,0,1,0,0
1585,2018,West Bengal,19,Paschim Medinipur,318,Kharagpur Grp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,2018,West Bengal,19,Kolkata,315,Kolkata,0,7,27,0,1,2,946,227,2,0,9,0,54,1,4,2,0,0,14,13,0,0,372,0,232,0,0,0,0,0,0,35,0,1,0,107,77,38,4,1,0,0
1587,2018,West Bengal,19,Malda,316,Malda,0,15,45,8,0,0,883,197,0,0,1,0,0,0,4,2,0,0,77,0,66,2,225,0,8,14,0,0,0,0,0,0,0,0,0,98,44,19,17,18,0,0
1588,2018,West Bengal,19,Murshidabad,319,Murshidabad,0,39,14,4,3,1,1206,141,2,0,33,0,5,0,17,5,1,0,192,56,255,0,150,0,6,0,0,0,0,0,0,12,0,1,0,141,38,18,0,3,0,0
1589,2018,West Bengal,19,Nadia,320,Nadia,0,49,22,0,5,0,883,134,0,0,20,0,2,0,12,1,1,0,42,105,107,0,93,0,0,0,0,0,0,0,0,7,0,0,0,60,27,0,0,0,0,0
1590,2018,West Bengal,19,Paschim Medinipur,318,Paschim Medinipur,0,9,16,0,0,0,447,20,0,0,0,0,0,0,104,0,0,0,50,0,30,0,306,0,8,0,0,0,0,0,0,1,4,0,0,52,29,5,0,0,0,0
1591,2018,West Bengal,19,Purba Medinipur,317,Purab Medinipur,1,12,18,2,5,0,697,129,1,0,21,0,6,0,4,5,0,0,42,2,31,0,94,0,3,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0
1592,2018,West Bengal,19,Purulia,321,Purulia,1,4,8,0,0,0,166,49,0,0,0,0,0,0,0,0,0,0,9,0,13,0,104,0,2,0,0,0,0,0,0,0,0,0,0,13,9,1,0,0,0,0
1593,2018,West Bengal,19,Kolkata,315,Sealdah Grp,0,1,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0
1594,2018,West Bengal,19,Darjeeling,309,Siliguri Grp,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1595,2018,West Bengal,19,Darjeeling,309,Siliguri Pc,0,5,5,0,0,0,575,20,0,0,0,0,0,0,13,3,0,0,44,0,6,0,117,0,33,0,0,0,0,0,0,9,0,0,0,49,16,9,0,0,0,0
1596,2018,West Bengal,19,Uttar Dinajpur,311,Uttar Dinajpur,0,10,19,1,1,0,244,29,0,0,0,0,0,0,120,3,0,0,42,4,39,0,16,0,1,0,0,0,0,0,0,4,0,0,1,55,8,4,0,0,0,0
1597,2018,West Bengal,19,South 24 Parganas,304,Baruipur Police,0,31,11,0,2,0,1697,150,0,0,2,0,3,0,19,0,0,0,53,92,41,0,179,0,0,0,0,0,0,0,0,2,0,0,0,84,0,0,0,0,0,0
1598,2018,West Bengal,19,Hooghly,312,Chandannagar Pc,0,8,8,0,0,0,421,0,0,0,3,0,1,0,4,1,0,0,4,3,1,0,37,0,1,0,0,0,0,0,0,3,2,0,2,23,13,1,0,0,0,0
1599,2018,West Bengal,19,South 24 Parganas,304,Diamond Harbour Police,0,10,12,0,2,0,720,123,0,1,0,0,0,0,0,1,1,0,42,5,15,0,76,0,9,0,0,0,0,0,0,1,0,0,0,36,15,5,0,0,0,0
1600,2018,West Bengal,19,Kalimpong,702,Kalimpong,0,0,2,0,0,0,38,17,0,0,0,0,1,0,0,0,0,0,2,0,2,0,20,0,0,0,2,0,0,0,0,0,0,0,0,11,2,2,0,4,0,0
1601,2018,West Bengal,19,Purba Bardhaman,306,Purba Bardhaman,0,30,30,0,1,0,471,173,1,0,8,0,4,0,10,3,0,0,28,23,38,0,118,0,0,0,0,0,0,0,0,1,0,0,0,50,12,1,0,0,0,0
1602,2018,West Bengal,19,South 24 Parganas,304,Sundarban Police,0,10,5,2,1,0,631,9,0,0,1,0,0,0,20,0,3,0,16,14,13,0,25,0,1,0,0,0,0,0,0,0,0,0,0,25,21,3,0,0,0,0
1603,2018,West Bengal,19,North 24 Parganas,303,Barasat,0,24,33,0,2,0,1315,467,0,0,0,0,0,0,0,4,1,0,45,0,37,0,122,0,20,0,0,0,0,0,0,2,0,0,0,80,22,12,0,0,0,0
1604,2018,West Bengal,19,North 24 Parganas,303,Basirhat,0,12,0,0,2,1,694,260,0,0,22,0,0,0,9,1,0,0,39,0,10,0,42,0,1,0,0,0,0,0,0,0,0,0,0,21,2,3,0,0,0,0
1605,2018,Andaman And Nicobar Islands,35,South Andamans,602,South Andaman,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,19,0,3,7,0,0,0,0,0,0,0,1,0,12,12,1,0,0,0,0
1606,2018,Andaman And Nicobar Islands,35,Nicobars,603,Nicobar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0
1607,2018,Chandigarh,4,Chandigarh,44,Chandigarh,0,6,3,0,0,1,93,98,0,1,6,1,2,0,3,0,0,0,33,29,3,53,78,6,2,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1608,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Dadra And Nagar Haveli,465,Dadra And Nagar Haveli,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,18,2,1,0,0,0,0
1609,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Daman,463,Daman,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1610,2018,The Dadra And Nagar Haveli And Daman And Diu,38,Diu,464,Diu,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1611,2018,Delhi,7,Central,77,Central,0,9,0,0,1,0,101,151,0,0,2,0,0,0,7,2,0,0,67,0,0,0,171,0,44,0,0,0,0,0,0,0,0,0,0,57,28,5,0,0,1,0
1612,2018,Delhi,7,North West,82,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,2018,Delhi,7,East,78,East,0,4,3,0,0,0,269,218,0,0,0,0,0,0,25,1,0,0,110,0,0,0,173,0,35,0,1,0,0,0,0,0,0,0,0,77,58,1,0,0,0,0
1614,2018,Delhi,7,New Delhi,79,Economic Offences Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,2018,Delhi,7,New Delhi,79,Igi Airport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,7,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
1616,2018,Delhi,7,North West,82,Metro,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1617,2018,Delhi,7,New Delhi,79,New Delhi,0,0,0,0,0,0,21,22,0,0,0,0,0,0,6,0,0,0,13,0,0,0,51,0,22,0,0,0,0,0,0,0,0,1,0,8,5,0,0,0,0,0
1618,2018,Delhi,7,North,80,North,0,3,1,1,0,0,164,138,0,0,0,0,0,0,7,0,0,0,52,0,0,0,138,0,22,0,0,0,0,0,0,0,0,2,0,26,19,2,0,0,0,0
1619,2018,Delhi,7,North East,81,North-East,0,18,4,0,0,1,287,332,0,0,0,0,0,0,18,0,0,0,81,1,1,0,180,0,8,0,0,0,0,0,0,0,0,0,1,71,58,2,0,0,0,0
1620,2018,Delhi,7,North West,82,North-West,1,14,3,0,2,1,353,316,0,0,1,0,0,0,6,11,0,0,138,0,0,0,191,0,24,0,0,0,0,0,0,0,0,3,0,93,71,4,0,0,0,0
1621,2018,Delhi,7,North West,82,Outer,0,24,5,2,1,3,409,472,0,1,2,0,0,0,45,4,0,0,108,0,0,0,274,0,37,0,4,0,0,0,0,0,0,1,3,122,97,19,0,0,0,0
1622,2018,Delhi,7,New Delhi,79,Railway,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1623,2018,Delhi,7,South,83,South,0,15,5,0,0,0,250,290,0,0,0,0,0,0,0,0,0,0,95,0,2,0,212,0,49,0,3,0,0,0,0,0,0,1,0,57,36,3,0,0,0,0
1624,2018,Delhi,7,South East,670,South-East,0,16,2,1,0,1,174,299,0,0,0,0,0,0,13,0,0,0,105,0,3,0,244,0,57,0,2,0,0,0,0,0,1,2,0,83,54,4,0,0,0,0
1625,2018,Delhi,7,South West,84,South-West,0,7,0,0,0,0,109,182,0,0,0,0,0,0,47,2,0,0,95,0,1,0,199,0,63,0,1,0,0,0,0,0,0,0,1,66,42,1,0,0,0,0
1626,2018,Delhi,7,North West,82,Spl Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,2018,Delhi,7,New Delhi,79,Spuwac,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,2018,Delhi,7,New Delhi,79,Vigilance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,2018,Delhi,7,West,85,West,1,7,5,0,0,2,381,199,0,0,0,0,0,0,10,7,0,0,92,0,1,0,216,0,55,0,0,1,0,0,0,0,1,0,0,77,38,1,0,0,0,0
1630,2018,Delhi,7,North West,82,Rohini,0,10,7,0,1,0,345,368,0,0,0,0,0,0,8,6,0,0,93,0,1,0,214,0,58,0,1,0,0,0,0,0,0,3,0,101,61,5,0,0,1,0
1631,2018,Delhi,7,Shahdara,671,Shahdara,1,8,4,0,0,1,162,155,0,0,3,0,1,0,9,2,0,0,59,1,0,0,152,0,33,0,3,0,0,0,0,0,0,0,0,42,45,4,0,0,0,0
1632,2018,Delhi,7,South West,84,Dwarka,0,18,5,0,0,1,304,332,0,0,0,0,0,0,21,0,0,0,103,0,1,0,245,0,28,0,0,0,0,0,0,0,0,0,0,101,67,16,0,0,0,0
1633,2018,Lakshadweep,31,Lakshadweep District,553,Lakshadweep,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0
1634,2018,Puducherry,34,Karaikal,598,Karaikal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,2018,Puducherry,34,Pondicherry,600,Puducherry,0,0,1,0,0,0,8,14,0,0,0,9,0,0,0,0,0,0,0,0,9,0,60,0,0,0,5,4,0,0,0,0,0,0,0,47,9,0,0,0,0,0
1636,2019,Andhra Pradesh,28,Ananthapuramu,502,Anantapur,1,11,38,0,0,0,394,3,1,,9,0,13,0,0,3,0,0,28,18,20,55,311,4,70,29,1,9,0,3,0,0,0,1,3,1,2,1,0,0,0,0
1637,2019,Andhra Pradesh,28,Chittoor,503,Chittoor,0,4,35,0,0,0,274,1,0,,1,0,0,0,0,0,0,0,21,9,7,11,200,2,40,18,0,0,0,0,0,3,0,0,0,7,1,0,0,0,0,0
1638,2019,Andhra Pradesh,28,Y.S.R.,504,Cuddapah,1,7,16,0,0,1,337,1,0,,2,0,3,0,1,0,0,0,33,2,8,8,242,2,65,8,41,1,0,0,0,0,0,0,1,13,1,2,1,0,0,0
1639,2019,Andhra Pradesh,28,East Godavari,505,East Godavari,2,11,22,0,0,1,476,21,4,,1,3,1,0,1,1,0,0,51,4,5,41,331,1,45,18,1,0,0,0,0,1,0,2,0,5,6,1,0,0,0,0
1640,2019,Andhra Pradesh,28,Ananthapuramu,502,Guntakal Railway,0,0,2,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1641,2019,Andhra Pradesh,28,Guntur,506,Guntur,0,5,37,2,1,0,869,54,0,,1,2,13,0,0,1,0,0,29,11,15,75,375,11,354,49,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,0
1642,2019,Andhra Pradesh,28,Guntur,506,Guntur Urban,0,5,28,0,0,0,524,20,0,,0,6,1,0,1,6,0,0,14,1,2,38,194,2,78,22,0,16,0,0,0,0,0,2,2,0,0,1,0,0,0,0
1643,2019,Andhra Pradesh,28,Krishna,510,Krishna,0,11,22,2,0,0,791,102,0,,0,1,0,0,4,0,0,0,32,4,23,55,275,6,178,42,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
1644,2019,Andhra Pradesh,28,Kurnool,511,Kurnool,0,8,69,0,0,0,199,0,0,,11,0,3,0,0,0,0,0,18,1,5,38,402,1,364,0,400,0,0,0,0,16,0,0,0,38,14,28,0,0,0,0
1645,2019,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Nellore,1,2,15,0,0,0,447,4,0,,4,8,0,0,0,17,0,0,15,3,6,38,196,5,28,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1646,2019,Andhra Pradesh,28,Prakasam,517,Prakasham,0,9,29,6,2,0,627,3,1,,1,0,5,0,2,0,0,0,31,2,21,0,191,0,118,0,0,0,0,0,0,0,0,0,0,65,8,39,0,0,0,0
1647,2019,Andhra Pradesh,28,East Godavari,505,Rajahmundry,0,2,11,0,0,0,238,7,0,,0,3,4,0,2,18,0,0,21,0,3,30,130,1,74,15,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0
1648,2019,Andhra Pradesh,28,Srikakulam,519,Srikakulam,0,4,15,1,0,0,212,10,0,,2,0,1,0,0,4,0,0,19,2,0,32,143,0,43,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1649,2019,Andhra Pradesh,28,Tirupati,752,Tirupathi Urban,0,2,5,0,0,0,89,1,0,,2,0,0,0,0,0,0,0,5,1,3,16,70,0,0,10,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
1650,2019,Andhra Pradesh,28,Ntr,749,Vijayawada City,1,5,2,0,0,0,594,21,0,,0,3,4,1,5,14,0,0,22,4,2,35,175,5,100,41,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0
1651,2019,Andhra Pradesh,28,Ntr,749,Vijayawada Railway,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,2019,Andhra Pradesh,28,Visakhapatnam,520,Visakha Rural,0,6,17,0,0,0,141,33,0,,0,0,0,0,0,0,0,0,23,0,0,21,145,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,2019,Andhra Pradesh,28,Visakhapatnam,520,Visakhapatnam,0,9,8,0,0,0,585,67,1,,0,0,0,0,1,4,0,0,72,0,1,26,235,0,137,17,26,0,0,0,0,3,0,0,1,21,3,0,0,0,0,0
1654,2019,Andhra Pradesh,28,Vizianagaram,521,Vizianagaram,0,4,12,2,0,1,274,12,0,,0,8,0,0,0,0,0,0,42,0,0,25,115,0,46,2,1,0,0,0,0,0,0,2,0,27,1,13,0,0,0,0
1655,2019,Andhra Pradesh,28,West Godavari,523,West Godavari,0,7,22,0,0,0,779,21,0,,6,4,0,0,24,1,0,0,65,3,11,0,388,4,110,0,2,1,1,2,0,19,0,0,0,85,24,87,0,0,0,0
1656,2019,Arunachal Pradesh,12,Anjaw,628,Anjaw,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,2019,Arunachal Pradesh,12,Changlang,229,Changlang,0,0,1,0,0,0,3,1,0,,1,0,0,0,0,1,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1658,2019,Arunachal Pradesh,12,Papum Pare,237,Crime Branch,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,2019,Arunachal Pradesh,12,Dibang Valley,230,Dibang Valley,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,2019,Arunachal Pradesh,12,East Kameng,231,Kameng East,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1661,2019,Arunachal Pradesh,12,West Kameng,242,Kameng West,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1662,2019,Arunachal Pradesh,12,Kurung Kumey,233,Kurung Kumey,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,2019,Arunachal Pradesh,12,Lohit,234,Lohit,0,1,0,0,0,0,3,6,0,,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,2019,Arunachal Pradesh,12,Longding,666,Longding,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,2019,Arunachal Pradesh,12,Lower Dibang Valley,235,Lower Dibang Valley,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1666,2019,Arunachal Pradesh,12,Papum Pare,237,Papum Pare City,0,0,1,0,0,0,23,25,0,,3,0,1,0,1,0,0,0,16,0,1,1,15,0,6,0,0,0,0,0,0,0,0,3,0,9,6,0,0,0,0,0
1667,2019,Arunachal Pradesh,12,Papum Pare,237,Papum Pare Rural,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1668,2019,Arunachal Pradesh,12,Lower Subansiri,236,Subansiri Lower,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,2019,Arunachal Pradesh,12,Upper Subansiri,241,Subansiri Upper,0,0,1,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1670,2019,Arunachal Pradesh,12,Tawang,238,Tawang,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,2019,Arunachal Pradesh,12,Tirap,239,Tirap,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1672,2019,Arunachal Pradesh,12,Namsai,678,Namsai,1,0,0,0,0,0,0,1,0,,1,0,0,0,1,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1673,2019,Arunachal Pradesh,12,Siang,679,Siang,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,2019,Arunachal Pradesh,12,Kamle,718,Kamle,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,2019,Arunachal Pradesh,12,Kra Daadi,677,Kra Dadi,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,2019,Arunachal Pradesh,12,Lower Siang,719,Lower Siang,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,2019,Arunachal Pradesh,12,Leparada,724,Leparada,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,2019,Arunachal Pradesh,12,Shi Yomi,725,Shiyomi,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,2019,Assam,18,Kamrup Metro,618,Bieo,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,2019,Assam,18,Barpeta,280,Barpeta,0,15,0,0,1,0,0,0,0,,270,0,73,0,0,15,0,0,137,120,0,0,557,0,0,0,994,0,0,0,0,0,0,0,0,102,12,0,0,0,0,0
1681,2019,Assam,18,Baksa,616,Baksa,0,5,0,0,0,0,152,0,0,,99,0,41,0,1,0,0,0,31,0,11,0,108,0,0,0,21,0,0,0,0,0,0,2,0,27,17,0,0,2,0,0
1682,2019,Assam,18,Bongaigaon,281,Bongaigaon,0,3,0,0,0,0,319,13,2,,107,0,68,0,0,0,0,0,61,0,25,0,114,0,0,21,0,0,0,0,0,0,0,0,0,42,9,6,0,0,0,0
1683,2019,Assam,18,Kamrup Metro,618,Cid,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,2019,Assam,18,Cachar,282,Cachar,0,20,3,0,0,0,664,21,0,,0,0,295,0,0,0,0,0,58,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0
1685,2019,Assam,18,Chirang,612,Chirang,0,5,0,0,0,0,115,0,0,,108,0,0,0,0,2,0,0,19,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
1686,2019,Assam,18,Darrang,283,Darrang,0,15,0,0,0,0,664,45,0,,183,0,0,0,49,7,0,0,97,63,33,0,248,0,0,0,15,0,0,0,0,0,0,48,0,48,10,6,0,0,0,0
1687,2019,Assam,18,Dhemaji,284,Dhemaji,0,6,4,0,0,0,139,3,0,,57,0,13,0,6,1,0,0,27,26,3,0,83,0,1,0,4,0,0,0,0,0,0,0,0,29,12,0,0,0,0,0
